id_student,final_result,target_lulus,avg_score_early,Prediksi_Lulus,Probabilitas_Lulus,Hasil_Prediksi,Hasil_Aktual
258042,Withdrawn,0,68.0,1,0.57424134,LULUS (1),GAGAL/MUNDUR (0)
560502,Fail,0,0.0,0,0.4648139,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
337000,Pass,1,66.0,0,0.42589524,GAGAL/MUNDUR (0),LULUS (1)
484762,Pass,1,98.0,1,0.7444838,LULUS (1),LULUS (1)
594450,Fail,0,0.0,1,0.5952,LULUS (1),GAGAL/MUNDUR (0)
348050,Pass,1,76.0,1,0.5638269,LULUS (1),LULUS (1)
689042,Withdrawn,0,89.0,0,0.45229614,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2188084,Fail,0,78.5,1,0.63186985,LULUS (1),GAGAL/MUNDUR (0)
498602,Fail,0,0.0,0,0.15220132,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
689187,Pass,1,1.0,1,0.580897,LULUS (1),LULUS (1)
574748,Withdrawn,0,0.0,0,0.048543137,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2502882,Withdrawn,0,0.0,0,0.023467636,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
514981,Fail,0,75.0,1,0.69585705,LULUS (1),GAGAL/MUNDUR (0)
572233,Pass,1,73.0,1,0.5776392,LULUS (1),LULUS (1)
307230,Withdrawn,0,79.0,0,0.4509954,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1863564,Withdrawn,0,0.0,0,0.015825171,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
600130,Withdrawn,0,0.0,0,0.30035746,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
590920,Withdrawn,0,62.0,0,0.40063944,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
442144,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
434298,Fail,0,0.0,0,0.19936575,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
620414,Fail,0,59.0,0,0.3691086,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
618965,Fail,0,65.0,0,0.44387197,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
925553,Distinction,1,60.0,0,0.41833445,GAGAL/MUNDUR (0),LULUS (1)
441444,Pass,1,65.0,0,0.361414,GAGAL/MUNDUR (0),LULUS (1)
605781,Pass,1,79.0,1,0.56213164,LULUS (1),LULUS (1)
627071,Withdrawn,0,70.0,0,0.47440952,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
501723,Withdrawn,0,74.66666666666667,1,0.6007068,LULUS (1),GAGAL/MUNDUR (0)
594258,Withdrawn,0,59.0,0,0.23044562,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
525128,Fail,0,78.5,0,0.3251846,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1440072,Pass,1,86.0,1,0.7436824,LULUS (1),LULUS (1)
598901,Withdrawn,0,0.0,0,0.071103595,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2527077,Fail,0,86.0,1,0.73413295,LULUS (1),GAGAL/MUNDUR (0)
366310,Pass,1,61.0,0,0.45348886,GAGAL/MUNDUR (0),LULUS (1)
588086,Pass,1,79.0,1,0.62571484,LULUS (1),LULUS (1)
695879,Withdrawn,0,48.0,0,0.3434334,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
390029,Pass,1,90.0,1,0.83301294,LULUS (1),LULUS (1)
549113,Pass,1,72.5,1,0.6083137,LULUS (1),LULUS (1)
307291,Withdrawn,0,57.5,0,0.4718737,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
302566,Fail,0,66.0,0,0.32764158,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
38234,Fail,0,70.0,1,0.59749424,LULUS (1),GAGAL/MUNDUR (0)
2291598,Pass,1,67.0,1,0.61266965,LULUS (1),LULUS (1)
569589,Pass,1,100.0,1,0.79431474,LULUS (1),LULUS (1)
585526,Withdrawn,0,70.0,0,0.2694015,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
576714,Withdrawn,0,70.0,0,0.3608358,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
333346,Withdrawn,0,84.0,0,0.47818428,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
331351,Fail,0,0.0,0,0.12505503,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
138709,Withdrawn,0,33.0,0,0.17780182,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
200863,Withdrawn,0,0.0,0,0.34440166,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
599812,Fail,0,88.0,1,0.58025056,LULUS (1),GAGAL/MUNDUR (0)
559831,Pass,1,70.0,1,0.56914586,LULUS (1),LULUS (1)
606903,Pass,1,100.0,1,0.91411227,LULUS (1),LULUS (1)
2573570,Withdrawn,0,0.0,0,0.03724438,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
558099,Distinction,1,73.0,1,0.6916423,LULUS (1),LULUS (1)
606025,Withdrawn,0,0.0,0,0.019843915,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
537683,Fail,0,90.0,1,0.8142922,LULUS (1),GAGAL/MUNDUR (0)
632577,Fail,0,0.0,0,0.052343898,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
599542,Fail,0,50.0,0,0.30322644,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
404631,Pass,1,88.0,1,0.7574364,LULUS (1),LULUS (1)
674193,Withdrawn,0,70.0,0,0.34397998,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
329095,Withdrawn,0,0.0,0,0.13723472,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
594065,Distinction,1,84.0,1,0.73825085,LULUS (1),LULUS (1)
526819,Fail,0,56.0,0,0.3500534,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
639232,Withdrawn,0,0.0,0,0.062923945,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
584115,Withdrawn,0,0.0,0,0.09340941,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
559603,Pass,1,51.0,0,0.47799847,GAGAL/MUNDUR (0),LULUS (1)
551205,Pass,1,70.0,0,0.43595606,GAGAL/MUNDUR (0),LULUS (1)
532794,Withdrawn,0,0.0,0,0.030003188,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
612484,Pass,1,90.0,1,0.8537422,LULUS (1),LULUS (1)
657181,Withdrawn,0,68.0,0,0.29708675,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
629209,Withdrawn,0,0.0,0,0.015825171,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
268127,Withdrawn,0,0.0,0,0.049101748,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
586180,Pass,1,35.0,0,0.13175273,GAGAL/MUNDUR (0),LULUS (1)
687715,Withdrawn,0,0.0,0,0.078801356,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
584274,Withdrawn,0,0.0,0,0.04516397,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
656854,Pass,1,86.0,1,0.6937202,LULUS (1),LULUS (1)
620356,Withdrawn,0,0.0,0,0.09190412,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
133322,Fail,0,73.5,1,0.6506168,LULUS (1),GAGAL/MUNDUR (0)
2198356,Withdrawn,0,0.0,0,0.027282575,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
612797,Pass,1,0.0,0,0.4293513,GAGAL/MUNDUR (0),LULUS (1)
504492,Distinction,1,0.0,1,0.59316677,LULUS (1),LULUS (1)
633096,Fail,0,0.0,0,0.41903663,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
367348,Fail,0,70.0,0,0.45402807,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
439170,Distinction,1,0.0,0,0.107256144,GAGAL/MUNDUR (0),LULUS (1)
572460,Fail,0,65.0,1,0.55657977,LULUS (1),GAGAL/MUNDUR (0)
532779,Pass,1,1.0,1,0.6870842,LULUS (1),LULUS (1)
2411661,Fail,0,55.0,0,0.44775528,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1468838,Withdrawn,0,43.0,0,0.24240732,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
656566,Fail,0,100.0,1,0.8148648,LULUS (1),GAGAL/MUNDUR (0)
281252,Withdrawn,0,0.0,0,0.31902444,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
386121,Withdrawn,0,76.0,1,0.57813436,LULUS (1),GAGAL/MUNDUR (0)
632759,Withdrawn,0,92.0,1,0.7362135,LULUS (1),GAGAL/MUNDUR (0)
581016,Withdrawn,0,1.0,1,0.71447647,LULUS (1),GAGAL/MUNDUR (0)
562990,Pass,1,76.66666666666667,1,0.628454,LULUS (1),LULUS (1)
633331,Pass,1,78.6,1,0.6908213,LULUS (1),LULUS (1)
424171,Pass,1,72.0,1,0.69424117,LULUS (1),LULUS (1)
509913,Fail,0,57.0,0,0.34533328,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
599982,Withdrawn,0,0.0,0,0.12759507,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
548608,Withdrawn,0,0.0,0,0.020700866,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
274947,Withdrawn,0,82.0,0,0.4299073,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
678395,Distinction,1,100.0,1,0.9020002,LULUS (1),LULUS (1)
465392,Distinction,1,0.0,0,0.1698575,GAGAL/MUNDUR (0),LULUS (1)
647865,Pass,1,78.0,1,0.5997864,LULUS (1),LULUS (1)
608719,Withdrawn,0,60.0,0,0.38899934,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
607085,Pass,1,89.0,1,0.7491565,LULUS (1),LULUS (1)
2531298,Fail,0,28.0,0,0.20999946,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
573134,Pass,1,0.0,0,0.4592577,GAGAL/MUNDUR (0),LULUS (1)
155956,Fail,0,56.0,0,0.33816746,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
51163,Pass,1,87.0,1,0.6884027,LULUS (1),LULUS (1)
610234,Pass,1,98.0,1,0.90729195,LULUS (1),LULUS (1)
617455,Pass,1,0.0,0,0.44145977,GAGAL/MUNDUR (0),LULUS (1)
626442,Fail,0,50.0,0,0.291493,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
82741,Pass,1,68.0,0,0.39687353,GAGAL/MUNDUR (0),LULUS (1)
388410,Fail,0,74.0,1,0.5480816,LULUS (1),GAGAL/MUNDUR (0)
695054,Distinction,1,100.0,1,0.673406,LULUS (1),LULUS (1)
513250,Fail,0,100.0,1,0.8483075,LULUS (1),GAGAL/MUNDUR (0)
686071,Withdrawn,0,0.0,0,0.017844543,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
561445,Pass,1,94.0,1,0.90988296,LULUS (1),LULUS (1)
8462,Withdrawn,0,87.8,1,0.7892559,LULUS (1),GAGAL/MUNDUR (0)
563612,Fail,0,0.0,0,0.44428164,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
347518,Withdrawn,0,0.0,1,0.5035338,LULUS (1),GAGAL/MUNDUR (0)
524575,Distinction,1,87.0,1,0.7134623,LULUS (1),LULUS (1)
442618,Withdrawn,0,0.0,0,0.29084003,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
637939,Withdrawn,0,64.0,1,0.5254149,LULUS (1),GAGAL/MUNDUR (0)
611244,Fail,0,71.0,1,0.5142144,LULUS (1),GAGAL/MUNDUR (0)
2452111,Withdrawn,0,90.0,1,0.6617311,LULUS (1),GAGAL/MUNDUR (0)
543170,Pass,1,70.0,0,0.29553318,GAGAL/MUNDUR (0),LULUS (1)
559058,Pass,1,80.0,1,0.73052627,LULUS (1),LULUS (1)
695354,Distinction,1,98.0,1,0.7746347,LULUS (1),LULUS (1)
588914,Fail,0,56.0,0,0.21263109,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
600916,Fail,0,0.0,0,0.47947133,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
531755,Pass,1,56.0,0,0.2404328,GAGAL/MUNDUR (0),LULUS (1)
685318,Pass,1,100.0,1,0.74261093,LULUS (1),LULUS (1)
571186,Pass,1,82.0,1,0.6974629,LULUS (1),LULUS (1)
2542116,Pass,1,95.0,1,0.8684717,LULUS (1),LULUS (1)
631807,Withdrawn,0,74.5,1,0.6760808,LULUS (1),GAGAL/MUNDUR (0)
494789,Distinction,1,87.0,1,0.8487871,LULUS (1),LULUS (1)
582992,Withdrawn,0,0.0,0,0.13021678,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
432718,Withdrawn,0,10.0,0,0.24976121,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
374266,Distinction,1,0.0,1,0.5349192,LULUS (1),LULUS (1)
2493107,Withdrawn,0,0.0,0,0.39818546,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2156058,Distinction,1,70.0,0,0.454383,GAGAL/MUNDUR (0),LULUS (1)
687468,Distinction,1,81.0,1,0.74385685,LULUS (1),LULUS (1)
2057803,Pass,1,78.0,1,0.7265633,LULUS (1),LULUS (1)
620129,Pass,1,78.0,1,0.567274,LULUS (1),LULUS (1)
577414,Pass,1,63.0,0,0.46806958,GAGAL/MUNDUR (0),LULUS (1)
613273,Withdrawn,0,0.0,0,0.025408521,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
562100,Withdrawn,0,33.0,0,0.18413658,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
608909,Pass,1,86.0,1,0.7459307,LULUS (1),LULUS (1)
497475,Fail,0,63.666666666666664,0,0.31195915,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
465567,Fail,0,0.0,0,0.28579023,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
557827,Fail,0,67.0,0,0.40450934,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
639251,Pass,1,0.0,0,0.15890417,GAGAL/MUNDUR (0),LULUS (1)
506185,Fail,0,85.0,1,0.6636494,LULUS (1),GAGAL/MUNDUR (0)
437030,Withdrawn,0,0.0,0,0.05838481,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
626799,Withdrawn,0,0.0,0,0.01717246,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
524379,Withdrawn,0,0.0,1,0.51074076,LULUS (1),GAGAL/MUNDUR (0)
385820,Pass,1,74.0,0,0.47369328,GAGAL/MUNDUR (0),LULUS (1)
652017,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
124909,Pass,1,76.0,1,0.5108246,LULUS (1),LULUS (1)
656115,Withdrawn,0,0.0,1,0.5173465,LULUS (1),GAGAL/MUNDUR (0)
558806,Pass,1,88.5,1,0.6543615,LULUS (1),LULUS (1)
2636225,Pass,1,90.0,1,0.7831672,LULUS (1),LULUS (1)
561774,Pass,1,86.66666666666667,1,0.7769014,LULUS (1),LULUS (1)
541538,Pass,1,67.0,0,0.39581078,GAGAL/MUNDUR (0),LULUS (1)
2567038,Pass,1,86.33333333333333,1,0.63552094,LULUS (1),LULUS (1)
588182,Fail,0,75.0,1,0.5179452,LULUS (1),GAGAL/MUNDUR (0)
565715,Pass,1,86.0,1,0.805641,LULUS (1),LULUS (1)
265855,Pass,1,86.0,1,0.7021535,LULUS (1),LULUS (1)
381528,Withdrawn,0,0.0,0,0.24169408,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
622435,Fail,0,69.0,1,0.6170705,LULUS (1),GAGAL/MUNDUR (0)
494673,Fail,0,0.0,0,0.23193084,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
692850,Withdrawn,0,89.33333333333333,1,0.7718209,LULUS (1),GAGAL/MUNDUR (0)
618882,Pass,1,62.0,1,0.53879327,LULUS (1),LULUS (1)
2485856,Withdrawn,0,0.0,0,0.03127003,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
681001,Distinction,1,98.0,1,0.7890654,LULUS (1),LULUS (1)
64246,Withdrawn,0,0.0,0,0.08310717,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
697192,Withdrawn,0,90.0,1,0.6652196,LULUS (1),GAGAL/MUNDUR (0)
503544,Fail,0,77.0,1,0.68717045,LULUS (1),GAGAL/MUNDUR (0)
321450,Pass,1,100.0,0,0.42429513,GAGAL/MUNDUR (0),LULUS (1)
610032,Distinction,1,79.0,1,0.71183443,LULUS (1),LULUS (1)
480981,Fail,0,54.5,0,0.28072134,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
569256,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
650181,Withdrawn,0,0.0,0,0.048543137,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
556931,Fail,0,94.0,1,0.84299994,LULUS (1),GAGAL/MUNDUR (0)
2501578,Withdrawn,0,0.0,0,0.18916567,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
269677,Fail,0,80.0,0,0.47741145,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
618205,Pass,1,66.0,0,0.43056044,GAGAL/MUNDUR (0),LULUS (1)
519084,Fail,0,83.0,0,0.4370235,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
583604,Withdrawn,0,0.0,0,0.24657814,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
570137,Pass,1,81.0,1,0.56802946,LULUS (1),LULUS (1)
551515,Pass,1,73.0,0,0.48548254,GAGAL/MUNDUR (0),LULUS (1)
602854,Pass,1,84.0,1,0.6397198,LULUS (1),LULUS (1)
644343,Pass,1,62.0,0,0.32088587,GAGAL/MUNDUR (0),LULUS (1)
571617,Withdrawn,0,0.0,0,0.021684842,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
540530,Fail,0,55.0,0,0.28041664,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
89850,Distinction,1,1.0,1,0.7238013,LULUS (1),LULUS (1)
653352,Pass,1,33.0,0,0.1150588,GAGAL/MUNDUR (0),LULUS (1)
587621,Fail,0,10.0,0,0.22632267,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
504967,Fail,0,64.0,0,0.37431136,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
695014,Pass,1,100.0,1,0.60698104,LULUS (1),LULUS (1)
698157,Fail,0,0.0,0,0.2492279,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
697653,Withdrawn,0,100.0,1,0.76146793,LULUS (1),GAGAL/MUNDUR (0)
576453,Distinction,1,93.0,1,0.9106399,LULUS (1),LULUS (1)
490297,Withdrawn,0,46.0,0,0.19425282,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
417663,Pass,1,92.5,1,0.7276624,LULUS (1),LULUS (1)
571620,Pass,1,92.0,1,0.6015567,LULUS (1),LULUS (1)
651933,Pass,1,0.0,1,0.52683973,LULUS (1),LULUS (1)
408344,Fail,0,0.0,0,0.39851066,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
569930,Pass,1,85.0,1,0.7974918,LULUS (1),LULUS (1)
547816,Withdrawn,0,0.0,0,0.18513358,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
481169,Withdrawn,0,100.0,1,0.77199185,LULUS (1),GAGAL/MUNDUR (0)
546400,Withdrawn,0,0.0,0,0.25181133,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
582094,Withdrawn,0,93.0,1,0.848471,LULUS (1),GAGAL/MUNDUR (0)
146666,Fail,0,60.0,0,0.47743085,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2643829,Fail,0,85.0,1,0.7503803,LULUS (1),GAGAL/MUNDUR (0)
1804143,Pass,1,69.0,0,0.32094553,GAGAL/MUNDUR (0),LULUS (1)
501871,Pass,1,62.0,0,0.3324659,GAGAL/MUNDUR (0),LULUS (1)
510054,Pass,1,67.0,1,0.50676095,LULUS (1),LULUS (1)
353953,Pass,1,0.0,0,0.27578336,GAGAL/MUNDUR (0),LULUS (1)
2498299,Distinction,1,87.0,1,0.6125754,LULUS (1),LULUS (1)
488185,Fail,0,72.0,0,0.4251349,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
523905,Pass,1,1.0,1,0.707954,LULUS (1),LULUS (1)
573602,Fail,0,73.0,1,0.56312037,LULUS (1),GAGAL/MUNDUR (0)
598516,Pass,1,80.0,1,0.75144947,LULUS (1),LULUS (1)
700079,Distinction,1,100.0,1,0.8502058,LULUS (1),LULUS (1)
578003,Fail,0,60.0,1,0.5672588,LULUS (1),GAGAL/MUNDUR (0)
609605,Fail,0,69.5,1,0.5014652,LULUS (1),GAGAL/MUNDUR (0)
610170,Withdrawn,0,64.66666666666667,0,0.413217,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
431139,Pass,1,78.0,0,0.46090817,GAGAL/MUNDUR (0),LULUS (1)
592252,Pass,1,78.0,1,0.6786778,LULUS (1),LULUS (1)
519012,Fail,0,0.0,0,0.30384618,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
577673,Withdrawn,0,0.0,0,0.012739682,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
242149,Withdrawn,0,68.8,0,0.46917748,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
576413,Distinction,1,86.0,1,0.8146635,LULUS (1),LULUS (1)
261342,Pass,1,0.0,0,0.19451503,GAGAL/MUNDUR (0),LULUS (1)
556062,Fail,0,0.0,0,0.41724297,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2384687,Withdrawn,0,70.0,0,0.45345694,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
698362,Distinction,1,1.0,1,0.7807066,LULUS (1),LULUS (1)
604619,Withdrawn,0,0.0,0,0.049579192,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
647915,Withdrawn,0,82.0,1,0.6221665,LULUS (1),GAGAL/MUNDUR (0)
515105,Fail,0,75.0,1,0.6320302,LULUS (1),GAGAL/MUNDUR (0)
497278,Pass,1,0.0,0,0.47750112,GAGAL/MUNDUR (0),LULUS (1)
579221,Withdrawn,0,98.0,1,0.5642824,LULUS (1),GAGAL/MUNDUR (0)
244961,Pass,1,96.0,1,0.8600693,LULUS (1),LULUS (1)
392692,Withdrawn,0,62.0,1,0.55902356,LULUS (1),GAGAL/MUNDUR (0)
408061,Fail,0,63.0,0,0.4255194,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
608745,Pass,1,91.0,1,0.76617265,LULUS (1),LULUS (1)
58520,Withdrawn,0,0.0,0,0.053505313,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1981053,Withdrawn,0,84.0,1,0.507254,LULUS (1),GAGAL/MUNDUR (0)
569507,Pass,1,86.0,1,0.7569888,LULUS (1),LULUS (1)
587008,Pass,1,81.0,1,0.7616893,LULUS (1),LULUS (1)
632074,Pass,1,91.33333333333333,1,0.8557601,LULUS (1),LULUS (1)
339624,Withdrawn,0,0.0,0,0.1874652,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
648354,Pass,1,0.0,0,0.44140643,GAGAL/MUNDUR (0),LULUS (1)
615340,Pass,1,52.0,0,0.3350095,GAGAL/MUNDUR (0),LULUS (1)
651561,Pass,1,80.0,1,0.53197867,LULUS (1),LULUS (1)
535152,Withdrawn,0,71.0,1,0.5822526,LULUS (1),GAGAL/MUNDUR (0)
610494,Withdrawn,0,1.0,1,0.62667346,LULUS (1),GAGAL/MUNDUR (0)
440331,Pass,1,87.0,1,0.71813816,LULUS (1),LULUS (1)
645425,Pass,1,85.0,1,0.7845173,LULUS (1),LULUS (1)
697460,Fail,0,44.0,0,0.31516117,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
492537,Pass,1,80.0,0,0.34778398,GAGAL/MUNDUR (0),LULUS (1)
597252,Withdrawn,0,0.0,0,0.33061773,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
368876,Fail,0,60.0,0,0.1976673,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
584698,Fail,0,66.0,0,0.19216356,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2675061,Fail,0,0.0,0,0.025253056,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
504064,Fail,0,55.0,0,0.41338545,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
533172,Pass,1,96.0,1,0.90848166,LULUS (1),LULUS (1)
620349,Withdrawn,0,90.5,1,0.8502965,LULUS (1),GAGAL/MUNDUR (0)
583977,Fail,0,45.0,0,0.062601395,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
695510,Pass,1,100.0,1,0.8539412,LULUS (1),LULUS (1)
610549,Withdrawn,0,56.0,0,0.4469651,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
287258,Pass,1,82.0,1,0.64951617,LULUS (1),LULUS (1)
536950,Pass,1,80.0,1,0.6666479,LULUS (1),LULUS (1)
531202,Distinction,1,91.5,1,0.8508057,LULUS (1),LULUS (1)
557085,Withdrawn,0,93.0,1,0.82385194,LULUS (1),GAGAL/MUNDUR (0)
653700,Fail,0,0.0,0,0.08098674,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
2281441,Pass,1,95.0,1,0.8555108,LULUS (1),LULUS (1)
498043,Fail,0,90.0,1,0.54411703,LULUS (1),GAGAL/MUNDUR (0)
641817,Withdrawn,0,0.0,0,0.20621045,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
592763,Pass,1,76.5,1,0.52872777,LULUS (1),LULUS (1)
170356,Withdrawn,0,65.0,1,0.5473184,LULUS (1),GAGAL/MUNDUR (0)
375688,Withdrawn,0,0.0,0,0.21786593,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
232600,Withdrawn,0,0.0,0,0.036928065,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
624282,Distinction,1,92.0,1,0.8512446,LULUS (1),LULUS (1)
113295,Pass,1,81.0,1,0.6462497,LULUS (1),LULUS (1)
228235,Withdrawn,0,0.0,0,0.04516397,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
574580,Fail,0,0.0,0,0.28599373,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
535671,Pass,1,84.2,1,0.69272894,LULUS (1),LULUS (1)
573440,Distinction,1,70.0,1,0.6144872,LULUS (1),LULUS (1)
677950,Withdrawn,0,0.0,0,0.048491932,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
1459010,Withdrawn,0,0.0,0,0.4761201,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
655201,Fail,0,0.0,0,0.27394775,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
652578,Fail,0,0.0,0,0.31505215,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
599427,Fail,0,0.0,0,0.052343898,GAGAL/MUNDUR (0),GAGAL/MUNDUR (0)
562456,Fail,0,90.0,1,0.7503465,LULUS (1),GAGAL/MUNDUR (0)
604416,Fail,0,92.0,1,0.61159456,LULUS (1),GAGAL/MUNDUR (0)
567929,Fail,0,83.0,1,0.7530303,LULUS (1),GAGAL/MUNDUR (0)
2073016,Withdrawn,0,60.25,1,0.5057814,LULUS (1),GAGAL/MUNDUR (0)
689418,Pass,1,90.0,1,0.78803223,LULUS (1),LULUS (1)
592602,Withdrawn,0,67.0,1,0.50220793,LULUS (1),GAGAL/MUNDUR (0)
